DK1;DK2;EE;FI;LT;LV;NO;SE
2434;1625;930;9777;1056;835;16041;15954
2192;1435;843;9467;941;739;15317;14877
1992;1273;782;8948;872;666;14458;13915
1805;1160;742;8571;835;624;13760;13248
1726;1110;724;8390;815;601;13407;12934
1714;1090;717;8339;806;599;13290;12858
1717;1094;723;8331;817;611;13291;12802
1757;1126;747;8641;881;652;13400;13034
1979;1228;859;9567;1101;777;13840;13650
2420;1488;1005;10292;1280;931;15239;15363
2864;1730;1082;10550;1375;1020;16784;17035
2925;1789;1111;10426;1417;1068;16962;17249
2873;1848;1114;10350;1409;1067;16865;17296
2906;1870;1113;10378;1401;1053;16872;17556
2905;1852;1096;10351;1373;1019;16835;17569
2820;1837;1119;10169;1392;1041;16685;17412
2854;1840;1112;10088;1389;1034;16592;17316
2795;1811;1135;10077;1388;1042;16595;17200
2702;1801;1163;10334;1417;1070;16807;17584
2864;1933;1157;10305;1469;1084;17232;18117
3153;2109;1131;10337;1456;1065;17283;18337
2980;2013;1094;10388;1408;1024;17008;18002
2783;1877;1051;10202;1350;988;16748;17505
2591;1726;998;9656;1248;921;16523;17115
2419;1603;919;9641;1090;833;16201;16265
2234;1439;840;9389;971;741;15565;15389
2072;1278;770;8848;895;662;14721;14447
1919;1162;735;8514;850;622;14056;13918
1833;1144;719;8313;824;605;13770;13783
1790;1155;710;8246;817;598;13649;13589
1790;1157;717;8289;821;613;13671;13518
1857;1158;736;8622;887;656;13759;13578
2020;1214;878;9526;1106;785;14318;14344
2430;1464;1021;10206;1287;929;15658;16130
2938;1747;1087;10311;1385;1015;17285;17617
3041;1805;1116;10297;1431;1069;17415;17633
3072;1828;1113;10308;1424;1070;17273;17594
3154;1863;1113;10316;1420;1057;17224;17788
3112;1868;1086;10370;1387;1010;17058;17861
3021;1874;1119;10243;1404;1040;17026;17764
3040;1879;1119;10038;1395;1041;17056;17850
2985;1868;1112;10263;1399;1047;17082;17825
2911;1879;1147;10565;1432;1082;17246;18387
3027;1976;1145;10576;1473;1092;17651;18753
3216;2086;1138;10538;1447;1082;17637;19097
2995;2013;1094;10608;1392;1040;17463;18445
2772;1871;1048;10437;1335;995;17111;17844
2564;1722;992;9849;1234;932;16789;17084
2392;1592;905;9804;1084;836;16409;16418
2158;1435;830;9521;960;744;15902;15416
1962;1286;760;8970;884;669;14948;14347
1824;1175;724;8632;843;625;14215;13697
1743;1116;708;8459;823;606;13784;13414
1706;1067;698;8393;816;601;13597;13389
1704;1079;705;8461;818;616;13507;13431
1761;1102;737;8860;882;658;13639;13539
1923;1200;860;9818;1106;788;14158;14362
2371;1484;1010;10534;1299;940;15623;16354
2842;1725;1082;10632;1397;1031;17016;18112
2959;1810;1115;10656;1446;1082;17399;18381
2945;1861;1121;10711;1437;1089;17298;18480
2993;1906;1118;10702;1434;1062;17349;18528
3027;1899;1099;10741;1408;1021;17167;18447
2930;1901;1124;10681;1427;1055;17002;18487
2969;1917;1132;10626;1425;1058;17102;18540
2953;1889;1133;10696;1411;1060;17271;18671
2863;1880;1166;11002;1449;1096;17587;19067
2938;1980;1158;11036;1485;1108;17879;19194
3122;2070;1141;11037;1464;1087;17785;19305
2931;1982;1106;11005;1407;1047;17629;18772
2736;1843;1058;10974;1351;1011;17316;18159
2568;1733;1001;10496;1257;944;16958;17341
2403;1608;921;10461;1104;849;16536;16517
2192;1444;844;10124;976;751;15803;15505
1965;1293;775;9655;892;674;15109;14667
1817;1185;743;9315;846;627;14272;13929
1729;1121;725;9120;826;607;13908;13648
1730;1105;714;9075;816;601;13752;13466
1759;1111;722;9078;822;608;13561;13387
1810;1127;756;9402;884;655;13590;13691
1967;1228;884;10281;1099;779;14437;14395
2396;1488;1031;10821;1286;929;15758;16418
2846;1763;1105;10951;1386;1014;17250;17981
2977;1836;1153;10897;1434;1070;17635;18296
2974;1879;1141;10871;1429;1071;17485;18295
3042;1914;1146;10896;1428;1065;17407;18499
3024;1919;1138;10930;1400;1018;17347;18504
2886;1901;1169;10818;1420;1045;17172;18309
2809;1881;1171;10713;1409;1044;17037;18118
2698;1850;1149;10798;1389;1048;16854;17914
2647;1854;1184;11103;1408;1078;16873;17964
2808;1960;1172;11134;1453;1095;17129;18110
3000;2064;1145;11029;1414;1066;17135;18174
2870;1989;1102;10994;1355;1023;16905;17574
2626;1839;1042;10683;1297;981;16502;16803
2475;1672;1000;10154;1211;918;16068;16056
2296;1551;927;10153;1086;840;15598;15237
2122;1434;855;9897;973;760;15018;14472
1960;1285;789;9309;899;684;14441;13734
1848;1183;740;8907;847;632;13951;13234
1739;1116;715;8708;818;610;13687;12891
1684;1083;699;8577;802;594;13452;12823
1691;1087;699;8546;800;600;13274;12700
1737;1078;716;8672;823;626;13347;12691
1808;1101;762;8975;896;677;13387;12928
1943;1171;815;9210;973;747;13740;13422
2112;1288;851;9380;1044;808;14306;14001
2308;1405;917;9464;1141;867;14932;14518
2422;1551;954;9643;1184;901;15641;15365
2511;1621;960;9761;1195;902;16116;15967
2516;1650;964;9742;1199;891;16115;16290
2482;1667;965;9726;1198;888;16086;16158
2452;1650;962;9743;1179;889;15936;16229
2454;1631;974;9962;1172;891;15898;16309
2520;1669;1041;10493;1230;942;15991;16378
2647;1793;1062;10717;1295;972;16309;16839
2793;1904;1043;10760;1267;954;16515;17077
2677;1846;1013;10526;1223;920;16464;16555
2453;1708;974;10104;1169;894;16108;16177
2330;1577;929;9691;1098;851;15826;15802
2188;1490;869;9796;995;789;15310;15041
2007;1380;813;9637;904;716;14886;14426
1873;1277;768;9158;836;652;14404;13836
1751;1194;731;8744;787;608;13951;13398
1665;1174;712;8506;759;588;13686;13091
1637;1156;700;8352;743;580;13530;12805
1626;1139;702;8334;745;586;13441;12858
1634;1152;723;8422;760;607;13399;12838
1679;1173;744;8613;817;640;13532;12974
1801;1237;778;8606;876;682;13713;13398
1980;1321;818;8668;928;719;14006;13693
2184;1462;883;8835;1023;776;14385;14198
2304;1534;920;8975;1084;816;15110;14827
2372;1606;923;9112;1109;828;15634;15437
2409;1668;922;9225;1116;828;15847;15961
2401;1694;925;9186;1118;831;15962;16019
2368;1709;926;9162;1117;832;15980;16066
2402;1734;944;9399;1128;841;15909;16329
2439;1778;1020;9834;1200;889;16217;16719
2631;1880;1069;10059;1283;934;16525;17421
2879;1981;1065;10097;1272;922;16480;17383
2770;1947;1044;10027;1248;899;16469;17080
2616;1837;1002;9787;1189;879;16381;16788
2451;1695;946;9473;1111;842;16240;16330
2311;1577;895;9661;991;776;15950;15643
2148;1425;831;9462;879;704;15385;14951
1974;1263;774;9053;804;640;14654;14077
1856;1139;745;8725;759;603;13974;13519
1798;1099;726;8548;742;584;13743;13455
1779;1094;724;8460;736;573;13577;13387
1772;1094;734;8573;748;582;13657;13460
1793;1130;774;8964;820;608;13768;13612
1971;1219;907;9992;1056;669;14438;14414
2423;1485;1066;10589;1247;730;15830;16256
2895;1771;1144;10794;1354;796;17509;18064
2995;1847;1184;10817;1407;862;18000;18428
2966;1877;1169;10829;1412;902;17950;18618
3009;1915;1176;10834;1405;911;18000;19018
3025;1913;1160;10840;1378;898;17789;19171
2921;1906;1198;10866;1397;903;17664;19070
2938;1913;1188;10826;1388;900;17765;19080
2899;1898;1196;10899;1394;912;17868;19244
2833;1892;1234;11077;1432;960;18098;19657
2920;2007;1232;11043;1462;982;18249;19806
3184;2167;1211;11018;1436;963;18200;19781
3021;2083;1165;11025;1387;930;17941;19189
2823;1930;1114;10859;1326;900;17716;18716
2626;1771;1062;10346;1229;859;17445;17822
2426;1620;976;10287;1075;794;17038;16963
2214;1457;890;9976;944;722;16287;15941
2013;1291;826;9507;864;656;15451;14859
1840;1184;787;9145;829;612;14723;14102
1768;1138;768;8974;807;590;14353;13575
1758;1099;760;8859;802;584;14108;13466
1762;1120;771;8910;814;586;14072;13478
1820;1187;810;9287;878;608;14308;13680
1962;1293;939;10264;1099;646;14808;14299
2422;1571;1096;10839;1293;693;16184;16249
2908;1852;1171;10985;1389;734;17901;18041
3030;1926;1214;10952;1416;802;18464;18474
3009;1968;1217;10938;1394;842;18112;18576
3057;2007;1205;10940;1378;859;17982;18612
3086;1992;1181;10927;1353;851;18110;18725
3018;1941;1209;10844;1379;843;18111;18635
3022;1940;1195;10842;1391;836;17842;18576
2999;1925;1208;10966;1404;841;17808;18780
2957;1947;1250;11258;1453;908;18201;19505
3047;2042;1256;11189;1497;965;18580;19429
3203;2161;1230;11134;1471;951;18313;19729
2996;2084;1196;11071;1416;929;18046;19321
2766;1949;1152;10943;1350;903;17810;18737
2600;1811;1094;10430;1258;861;17374;17905
2449;1665;1011;10387;1100;805;16875;16961
2211;1493;929;10013;978;733;16179;15911
1998;1337;868;9489;900;656;15344;14986
1879;1237;835;9072;859;615;14655;14341
1807;1183;826;8885;835;595;14310;14055
1773;1171;820;8799;828;589;14131;13993
1797;1155;832;8793;841;604;14195;14035
1824;1180;871;9154;908;657;14338;14122
1992;1280;998;10123;1127;790;14680;14945
2441;1534;1156;10818;1323;943;16255;16826
2948;1809;1222;11064;1423;1032;18099;18795
3015;1876;1260;10984;1474;1074;18491;19270
2991;1898;1247;10951;1464;1080;18112;19161
3040;1934;1245;10901;1453;1066;17987;19258
3027;1925;1217;10861;1412;1024;18019;19416
2992;1933;1235;10792;1437;1054;17711;19563
3025;1936;1228;10777;1455;1061;17845;19578
2981;1920;1236;10962;1462;1075;17948;19621
2913;1899;1293;11263;1500;1118;18158;20410
3049;2018;1295;11274;1518;1127;18601;20426
3233;2137;1277;11294;1487;1106;18399;20410
3042;2054;1238;11277;1433;1063;18194;19711
2826;1929;1192;11069;1383;1026;17925;19128
2636;1776;1133;10427;1291;959;17622;18500
2453;1644;1043;10351;1134;862;17304;17448
2255;1495;959;10082;1008;763;16534;16352
2035;1339;892;9595;927;686;15686;15185
1899;1233;856;9267;879;646;14976;14318
1832;1170;839;9072;855;628;14584;14167
1791;1131;832;9010;850;621;14487;14146
1784;1138;851;9097;858;635;14406;14141
1839;1155;887;9498;914;680;14580;14186
2022;1264;1018;10465;1131;808;15136;14923
2476;1538;1170;11108;1327;959;16397;17164
2963;1764;1248;11275;1436;1048;18082;18828
3072;1841;1280;11181;1484;1097;18660;19394
3040;1864;1283;11178;1488;1102;18533;19940
3097;1982;1268;11163;1484;1083;18423;19874
3073;1953;1234;11029;1457;1050;18319;19789
2991;1932;1253;10953;1477;1073;18242;19388
3026;1936;1248;10888;1478;1086;18289;19474
2968;1898;1265;11187;1484;1106;18536;19629
2857;1891;1296;11501;1515;1147;18654;20090
2969;2023;1285;11540;1527;1149;18826;20238
3198;2117;1263;11424;1496;1126;18847;20395
3055;2042;1222;11459;1445;1085;18510;19815
2854;1910;1171;11314;1386;1043;18255;19183
2665;1799;1107;10747;1294;975;17879;18201
2485;1662;1025;10684;1150;891;17461;17107
2273;1493;961;10415;1036;808;16450;15790
2061;1341;896;9905;954;726;15814;14906
1919;1230;857;9624;908;685;15325;14457
1843;1157;840;9426;884;671;14931;14051
1819;1120;829;9362;878;658;14703;14019
1795;1124;842;9463;890;670;14601;14133
1868;1143;876;9853;945;728;14781;14238
2041;1246;1004;10866;1143;849;15304;15028
2484;1523;1160;11605;1349;1005;16662;17199
2964;1767;1251;11851;1459;1078;18430;19108
3050;1838;1287;11726;1522;1121;18975;19317
3013;1874;1270;11633;1521;1134;18738;19350
3045;1900;1256;11687;1501;1118;18713;19402
2977;1865;1236;11708;1472;1077;18516;19359
2840;1863;1263;11606;1477;1104;18407;19184
2760;1836;1253;11487;1465;1104;18317;19089
2636;1793;1246;11697;1446;1114;18404;18945
2570;1791;1279;11920;1494;1161;18326;19224
2746;1944;1269;11913;1529;1157;18554;19643
2969;2074;1232;11793;1482;1130;18636;19759
2838;2019;1182;11676;1427;1091;18246;19218
2599;1877;1138;11472;1372;1051;17933;18395
2407;1742;1084;10940;1280;994;17482;17642
2292;1607;1007;10927;1162;905;17013;16922
2137;1493;927;10598;1054;809;16490;16192
1961;1364;861;10115;976;732;15810;15431
1820;1258;821;9642;916;680;15353;14806
1726;1179;787;9470;889;654;14872;14486
1676;1142;778;9358;877;643;14651;14241
1664;1134;778;9365;874;656;14632;14196
1702;1133;776;9475;895;688;14598;14319
1762;1158;837;9726;974;784;14867;14470
1888;1209;895;9956;1056;908;15240;14873
2108;1333;942;10188;1133;971;15813;15586
2271;1471;1001;10180;1224;1024;16455;16032
2374;1597;1035;10289;1261;1041;17187;16855
2418;1661;1040;10414;1276;1025;17647;17240
2429;1673;1036;10435;1282;1002;17641;17205
2391;1649;1041;10380;1279;1000;17526;17172
2374;1621;1041;10422;1258;993;17328;17142
2381;1612;1047;10716;1256;990;17358;17211
2451;1670;1113;11238;1332;1042;17450;17683
2584;1822;1123;11350;1390;1058;17810;18479
2804;1937;1091;11436;1359;1033;17882;18498
2663;1884;1055;11197;1314;995;17646;18034
2446;1747;1010;10769;1256;959;17235;17657
2276;1633;963;10350;1180;908;16713;16944
2159;1529;909;10574;1081;834;16300;16248
2008;1441;861;10423;989;761;15861;15684
1861;1349;815;9982;914;697;15394;15080
1791;1255;778;9609;860;647;14972;14532
1725;1198;755;9334;834;624;14634;14368
1675;1156;746;9225;816;612;14424;14220
1659;1131;743;9201;818;618;14327;14024
1659;1128;753;9203;837;637;14347;13986
1697;1149;782;9430;900;673;14418;14155
1851;1195;827;9488;965;724;14585;14445
2027;1285;864;9596;1015;758;14951;14926
2161;1420;931;9637;1109;829;15236;15284
2280;1541;973;9841;1165;868;15800;16080
2362;1606;986;10025;1185;883;16343;16499
2387;1633;983;10071;1192;877;16614;16785
2389;1649;979;9998;1196;875;16657;16713
2365;1641;979;9950;1193;876;16585;16621
2371;1636;1006;10074;1205;893;16634;16787
2415;1676;1081;10533;1295;966;16863;17261
2599;1802;1104;10689;1379;1009;16915;17535
2850;1945;1093;10684;1363;998;16765;17650
2736;1914;1076;10526;1332;981;16543;17397
2524;1790;1034;10341;1272;961;16395;16997
2346;1641;983;9959;1194;912;16150;16499
2196;1540;924;10114;1067;826;15843;15935
2066;1374;856;9895;952;743;15406;15098
1901;1251;795;9437;869;674;14481;14264
1845;1174;764;9087;830;628;14153;14114
1783;1108;748;8834;808;612;13908;13732
1761;1097;749;8768;801;605;13774;13622
1757;1098;763;8800;815;619;13749;13732
1821;1138;806;9175;890;675;13887;13988
1989;1241;936;10188;1122;805;14392;14611
2414;1488;1096;10853;1329;966;15871;16780
2906;1811;1197;11104;1436;1057;17438;18409
2993;1910;1233;11007;1470;1098;17909;18964
2932;1935;1235;10938;1476;1101;17810;19117
2950;1950;1239;10936;1462;1086;17651;19289
2928;1921;1217;10968;1425;1042;17615;19475
2856;1903;1236;10889;1433;1064;17462;19334
2877;1878;1232;10868;1426;1067;17357;19076
2879;1851;1231;11088;1440;1072;17366;19024
2843;1837;1267;11204;1509;1142;17477;19525
2969;2002;1248;11166;1533;1139;17758;19519
3247;2167;1237;11045;1501;1121;17764;19390
3041;2107;1195;10974;1447;1071;17537;18790
2824;1957;1150;10784;1387;1027;17318;18260
2634;1807;1110;10254;1288;962;16949;17628
2452;1681;1032;10280;1132;872;16603;16625
2216;1495;943;9977;1010;771;15814;15610
2011;1327;882;9457;938;688;15090;14568
1879;1210;843;9111;905;647;14457;13914
1802;1164;825;8864;881;629;14133;13688
1768;1126;820;8831;870;624;14080;13571
1795;1130;830;8896;885;629;14109;13710
1844;1162;863;9222;953;679;14562;13831
2025;1258;995;10145;1174;811;14940;14468
2469;1536;1153;10860;1383;965;16281;16987
2986;1786;1227;11245;1501;1067;17938;19084
3074;1835;1262;11150;1557;1125;18280;18964
3004;1843;1257;11009;1559;1126;18084;19100
2973;1857;1254;10939;1561;1115;18124;19141
2963;1836;1232;10955;1522;1083;17767;18843
2906;1818;1256;10896;1535;1110;17572;18909
2917;1817;1243;10793;1529;1112;17491;18742
2873;1797;1256;10988;1531;1123;17564;18644
2836;1833;1298;11157;1567;1166;17817;19343
3001;1985;1271;11098;1570;1152;18190;19780
3226;2128;1241;10987;1540;1124;18185;19909
3029;2057;1184;11014;1487;1082;18161;19764
2837;1941;1150;10860;1424;1045;18055;19092
2650;1796;1090;10375;1324;976;17756;18507
2470;1686;1007;10241;1172;884;17177;17930
2264;1522;920;9915;1038;789;16515;16572
2075;1344;855;9362;956;711;15671;15397
1920;1235;822;9044;915;674;15197;14632
1829;1178;802;8835;890;650;14782;14318
1822;1139;793;8757;882;644;14605;14134
1845;1152;799;8730;895;662;14630;14264
1883;1190;832;9145;962;711;14711;14595
2053;1281;949;10084;1182;834;15209;15384
2511;1560;1111;10756;1395;993;16623;17498
3006;1799;1211;11025;1501;1091;18418;19406
3107;1874;1234;10913;1547;1145;18769;19457
3082;1894;1228;10804;1545;1145;18587;19746
3162;1918;1236;10794;1539;1130;18589;20075
3133;1908;1214;10903;1514;1091;18371;19927
3040;1900;1239;10871;1536;1122;18169;19623
3034;1903;1233;10792;1524;1122;17852;19855
2974;1890;1247;10939;1540;1135;18147;20083
2917;1888;1276;11161;1587;1180;18426;20797
3085;2003;1256;11164;1589;1167;18785;20974
3238;2128;1233;11075;1553;1145;18675;20829
3093;2031;1197;11114;1495;1107;18401;20334
2889;1932;1148;10920;1429;1062;18124;20127
2714;1797;1095;10311;1339;1001;17956;19081
2518;1666;1007;10316;1194;903;17464;18264
2276;1495;925;9970;1049;799;16791;17137
2060;1330;854;9416;966;719;15902;15878
1928;1236;810;9014;920;670;15345;15376
1857;1181;794;8828;901;654;14898;14990
1853;1153;783;8772;892;645;14683;14869
1856;1148;796;8829;905;658;14757;14890
1900;1187;827;9195;977;704;14891;15148
2073;1287;948;10108;1190;831;15326;16112
2495;1548;1114;10742;1377;984;16730;18356
3024;1840;1205;11013;1489;1077;18592;20059
3113;1901;1232;10884;1543;1130;18868;20280
3051;1933;1232;10867;1552;1146;18643;20131
3055;1941;1233;10871;1548;1127;18758;20302
3023;1902;1222;10897;1521;1094;18712;19825
2964;1879;1251;10827;1544;1126;18568;19512
2962;1875;1250;10817;1540;1129;18562;19620
2945;1850;1265;11066;1546;1142;18738;19822
2897;1870;1299;11290;1577;1182;18995;20487
3078;2025;1282;11206;1582;1169;19148;20755
3263;2154;1257;11057;1560;1142;18949;20627
3072;2092;1216;11010;1508;1099;18725;20064
2900;1970;1175;10843;1447;1062;18450;19472
2714;1843;1112;10287;1347;1004;18077;18868
2554;1695;1033;10248;1198;908;17657;17908
2354;1526;954;9949;1069;807;17034;16819
2141;1382;885;9441;985;730;16082;15904
1985;1288;849;9129;944;691;15493;15168
1905;1219;827;8931;920;671;15106;14867
1882;1188;822;8857;911;663;14954;14846
1883;1187;830;8892;922;678;14865;14779
1930;1206;865;9257;987;729;15037;14933
2079;1301;988;10209;1203;847;15588;15856
2527;1555;1144;10871;1399;1011;16908;17656
3039;1856;1215;11255;1486;1104;18738;19703
3148;1930;1252;11149;1547;1151;19355;19971
3128;1943;1254;11067;1548;1146;19051;19810
3121;1938;1246;11034;1531;1122;18895;19916
3081;1911;1232;11039;1489;1085;18773;19685
2956;1908;1253;10908;1497;1098;18497;19415
2862;1929;1251;10910;1484;1101;18428;19099
2746;1905;1249;11197;1474;1113;18532;19208
2712;1937;1287;11397;1534;1168;18706;19661
2872;2039;1281;11335;1580;1177;18758;19889
3001;2115;1243;11270;1541;1151;18739;20006
2910;2055;1208;11191;1482;1103;18493;19495
2724;1913;1164;11007;1419;1059;18221;18793
2558;1776;1109;10493;1331;1001;17717;17768
2417;1674;1034;10574;1210;917;17165;16878
2265;1554;966;10279;1097;831;16438;16267
2081;1420;913;9677;1010;752;15977;15441
1939;1326;873;9249;958;701;15558;15096
1891;1263;847;9027;927;673;15009;14817
1800;1240;839;8842;912;665;14704;14622
1774;1220;835;8840;911;674;14653;14480
1745;1208;847;8946;942;697;14657;14377
1777;1262;883;9261;1007;745;14879;14655
1916;1325;938;9413;1096;819;15294;15191
2174;1423;998;9754;1181;883;15822;15938
2383;1566;1061;9878;1282;942;16587;16641
2519;1696;1098;9984;1325;980;17283;17356
2519;1749;1113;10045;1335;985;17771;17607
2522;1753;1115;10075;1329;977;17864;17627
2469;1718;1119;10104;1314;974;17916;17743
2400;1710;1113;10203;1297;978;17675;17683
2387;1667;1128;10548;1297;987;17551;17797
2412;1717;1187;10932;1390;1059;17833;18288
2615;1890;1186;11001;1457;1078;18142;18781
2768;2015;1164;11046;1427;1068;18221;18750
2693;1980;1133;10848;1388;1035;18063;18288
2508;1832;1092;10448;1336;1009;17708;17967
2348;1714;1049;10118;1274;966;17219;17044
2202;1590;981;10308;1170;890;16804;16335
2059;1482;930;10100;1056;815;16392;15705
1966;1385;878;9689;978;750;15841;15273
1846;1284;840;9244;944;708;15375;14876
1751;1216;824;8989;920;684;14904;14493
1714;1188;819;8858;910;677;14682;14373
1685;1185;821;8833;907;686;14505;14316
1710;1191;836;8947;930;708;14358;14407
1773;1224;874;9134;977;747;14494;14549
1900;1281;917;9248;1030;796;15028;14805
2071;1403;958;9528;1082;839;15345;15326
2252;1529;1023;9583;1179;904;15993;15819
2433;1648;1070;9768;1259;944;16582;16469
2533;1723;1078;10012;1285;955;17219;16951
2529;1775;1073;10091;1300;946;17388;17271
2492;1752;1069;10101;1297;942;17542;17324
2422;1707;1068;10175;1288;943;17442;17220
2447;1701;1097;10506;1299;957;17439;17448
2459;1711;1179;10810;1395;1032;17734;17874
2632;1868;1207;10901;1462;1060;17763;18804
2859;2014;1204;10973;1446;1055;17651;18856
2792;1984;1191;10922;1419;1039;17630;18833
2635;1885;1151;10713;1360;1022;17545;18499
2454;1764;1114;10371;1279;975;17442;18233
2327;1639;1041;10559;1148;888;17064;17429
2146;1491;975;10393;1032;794;16608;16680
1988;1368;925;9979;959;722;15907;15942
1871;1277;885;9606;915;688;15241;15697
1849;1223;865;9359;893;668;14940;15377
1816;1203;865;9254;884;661;14873;15360
1836;1223;885;9372;896;683;14824;15364
1872;1257;921;9800;950;733;15021;15497
2062;1354;1056;10825;1169;866;15531;16395
2481;1610;1225;11521;1383;1041;16933;18205
3029;1915;1308;11876;1508;1139;18635;20210
3146;1966;1337;11699;1574;1188;19419;20740
3102;1984;1346;11593;1585;1205;19266;20814
3135;2014;1348;11599;1582;1203;19071;20939
3083;2009;1313;11610;1552;1161;18781;20742
3042;2012;1331;11549;1566;1180;18703;20541
3031;2034;1325;11528;1558;1182;18760;20612
3004;2009;1343;11682;1558;1185;18912;20714
2972;2025;1381;11868;1603;1236;19179;21128
3118;2145;1363;11826;1614;1222;19487;21209
3306;2277;1334;11697;1596;1197;19239;21220
3171;2202;1309;11683;1547;1156;19016;20690
2952;2063;1263;11604;1490;1118;18661;20062
2752;1902;1207;11074;1394;1063;18417;19601
2542;1773;1120;11051;1235;957;17979;18330
2365;1593;1044;10729;1104;848;17330;17203
2171;1425;978;10291;1025;769;16452;16133
2010;1321;940;9903;982;727;15733;15587
1918;1254;923;9674;959;711;15263;15412
1897;1235;917;9549;952;711;15147;15291
1887;1240;930;9569;963;726;15224;15323
1935;1259;974;9935;1001;775;15357;15498
2104;1379;1103;10923;1220;904;15931;16456
2552;1643;1258;11593;1440;1075;17153;18393
3074;1929;1349;11887;1548;1160;18839;20378
3221;2021;1377;11715;1582;1209;19609;20868
3168;2035;1377;11604;1581;1208;19316;20642
3236;2061;1365;11546;1554;1186;19403;20600
3223;2055;1338;11499;1510;1133;19173;20628
3143;2046;1358;11639;1524;1144;19192;20498
3173;2047;1348;11446;1520;1147;19280;20590
3137;2030;1365;11663;1529;1157;19372;20794
3075;2050;1408;11697;1600;1228;19265;21263
3190;2165;1389;12108;1627;1235;19534;21284
3349;2272;1369;11846;1594;1211;19279;21485
3194;2203;1333;11603;1545;1165;18942;20860
2984;2072;1285;11139;1478;1126;18765;20236
2776;1921;1215;10611;1377;1059;18468;19610
2593;1795;1117;10576;1216;954;18062;18651
2390;1615;1031;10300;1088;848;17512;17625
2163;1452;955;9781;1011;757;16509;16512
2008;1343;912;9333;968;715;15762;15555
1937;1279;886;9074;948;700;15356;15165
1906;1249;879;8996;946;695;15216;15038
1909;1262;880;9043;955;712;15260;15116
1963;1280;914;9468;1005;756;15415;15217
2130;1388;1040;10391;1205;892;16000;16095
2570;1649;1194;11031;1417;1063;17384;18066
3083;1924;1299;11379;1541;1161;19329;20047
3224;2048;1314;11141;1582;1200;19649;20528
3179;2057;1315;11018;1568;1201;19502;20335
3215;2089;1302;10978;1543;1182;19365;20400
3198;2083;1276;10937;1517;1141;19138;20144
3076;2072;1293;10874;1537;1159;18918;20066
3079;2059;1275;10826;1539;1163;18776;20152
3018;2057;1288;11059;1561;1172;18928;20038
2957;2058;1340;11310;1637;1237;18926;20396
3103;2167;1311;11289;1638;1231;19101;20737
3286;2277;1287;11226;1591;1204;18912;20768
3133;2191;1249;11265;1545;1165;18740;20355
2945;2063;1211;11027;1506;1130;18493;19863
2723;1905;1149;10427;1407;1062;18236;19298
2547;1773;1058;10359;1245;967;17878;18169
2290;1596;979;10016;1120;867;17120;17045
2078;1433;907;9480;1036;784;16084;15990
1950;1316;867;9179;990;733;15224;15401
1874;1252;849;8960;969;713;14878;15045
1853;1224;843;8868;966;706;14778;14927
1861;1234;853;8859;974;719;14784;14964
1908;1263;883;9230;1018;766;14975;15039
2068;1377;1011;10223;1246;897;15470;15819
2526;1643;1150;10882;1437;1071;16923;18127
3068;1910;1255;11275;1549;1169;18628;20329
3211;2000;1269;11107;1599;1215;19196;20493
3161;2028;1266;10962;1600;1217;19024;20224
3202;2060;1264;10914;1585;1195;18986;20275
3192;2052;1240;10886;1552;1152;18867;20391
3098;2037;1259;10783;1568;1169;18561;20252
3136;2029;1257;10713;1563;1163;18649;20138
3065;2010;1274;10961;1565;1182;18648;20490
3026;2019;1316;11291;1613;1243;19023;21082
3144;2118;1297;11380;1604;1220;19261;21151
3305;2190;1255;11302;1571;1207;18967;21051
3108;2121;1220;11377;1533;1152;18601;20304
2918;1986;1181;11318;1469;1094;18440;19568
2741;1858;1123;10751;1378;1043;18195;18907
2534;1741;1029;10728;1245;935;17684;17992
2315;1567;946;10455;1121;834;16851;16744
2088;1410;870;9975;1037;750;16077;15723
1942;1297;834;9584;988;708;15464;15178
1864;1228;813;9395;960;687;15114;14845
1857;1212;808;9259;951;670;14964;14609
1849;1211;820;9347;960;685;14884;14665
1908;1243;855;9768;1026;731;15049;14918
2085;1342;986;10702;1218;859;15496;15785
2533;1609;1142;11220;1405;1024;16672;17812
3009;1896;1241;11624;1515;1133;18394;19672
3143;2008;1257;11423;1553;1183;19132;20228
3132;2051;1261;11282;1556;1184;19312;20285
3191;2067;1263;11278;1545;1168;19041;20451
3150;2060;1241;11220;1518;1123;18879;20413
3010;2041;1263;11183;1528;1145;18730;20228
2948;2024;1245;11079;1515;1152;18516;19926
2819;1990;1280;11451;1506;1165;18502;19753
2782;2009;1303;11571;1548;1202;18686;20119
2946;2106;1276;11551;1568;1184;18765;19950
3067;2175;1240;11464;1523;1153;18665;19964
2943;2102;1192;11350;1466;1109;18266;19439
2708;1964;1134;11062;1406;1073;17969;18757
2503;1823;1080;10544;1335;1017;17669;17930
2345;1711;1023;10517;1205;934;17027;17044
2187;1588;952;10274;1094;844;16522;16364
2032;1470;889;9676;1007;765;16020;15534
1885;1360;846;9310;960;713;15353;14859
1781;1273;826;9007;937;689;14977;14385
1705;1225;815;8876;923;679;14749;14164
1669;1207;815;8813;921;687;14731;14053
1667;1204;832;8904;946;709;14872;14144
1712;1236;866;9110;1029;760;15121;14375
1855;1294;944;9248;1129;837;15524;14754
2080;1406;1007;9594;1208;907;16152;15545
2248;1562;1059;9616;1293;966;16919;16225
2333;1695;1100;9660;1347;1000;17597;16908
2356;1763;1118;9913;1363;1010;18220;17378
