hour;dk1;dk2;ee;fi;lt;lv;no;se
12 - 13;0.500526316;0.428;0.003333333;0.012570309;0.006666667;0;0.405722043;0.288639812
13 - 14;0.530263158;0.424;0.003333333;0.016521821;0.003333333;0;0.42356591;0.316434571
14 - 15;0.560789474;0.421;0.016666667;0.023345992;0.01;0.01;0.44734117;0.360234035
15 - 16;0.583947368;0.492;0.026666667;0.034217823;0.03;0.03;0.494463871;0.407444244
16 - 17;0.613684211;0.53;0.056666667;0.050065435;0.06;0.06;0.535221911;0.461981522
17 - 18;0.641052632;0.567;0.076666667;0.07279468;0.093333333;0.07;0.571904811;0.507661801
18 - 19;0.634736842;0.64;0.09;0.107280578;0.14;0.05;0.606277963;0.544097048
19 - 20;0.612368421;0.692;0.106666667;0.128590807;0.15;0.06;0.629956108;0.585499903
20 - 21;0.57;0.712;0.12;0.143028382;0.17;0.08;0.630919823;0.61075947
21 - 22;0.513684211;0.705;0.123333333;0.153154893;0.193333333;0.09;0.613126663;0.620695777
22 - 23;0.494736842;0.666;0.106666667;0.177693803;0.246666667;0.1;0.59907622;0.636491816
23 - 00;0.464473684;0.615;0.153333333;0.201337174;0.26;0.13;0.577949625;0.65437519
00 - 01;0.379736842;0.608;0.16;0.268030201;0.28;0.16;0.552741496;0.670487646
01 - 02;0.333947368;0.63;0.173333333;0.34636686;0.35;0.19;0.552352256;0.693109399
02 - 03;0.294473684;0.636;0.216666667;0.385251024;0.406666667;0.22;0.545387006;0.705687333
03 - 04;0.278157895;0.595;0.256666667;0.432518613;0.386666667;0.23;0.524003321;0.698852067
04 - 05;0.294736842;0.616;0.333333333;0.472441587;0.406666667;0.22;0.539875377;0.708889288
05 - 06;0.294473684;0.583;0.35;0.490838271;0.406666667;0.26;0.522651644;0.690481248
06 - 07;0.322894737;0.578;0.366666667;0.47695368;0.5;0.31;0.523742215;0.670331907
07 - 08;0.408684211;0.528;0.376666667;0.479668743;0.496666667;0.3;0.529767784;0.65261914
08 - 09;0.407105263;0.407;0.366666667;0.521190717;0.126666667;0.31;0.471970043;0.601804866
09 - 10;0.402105263;0.523;0.416666667;0.547198198;0.543333333;0.31;0.492206296;0.551513624
10 - 11;0.400789474;0.515;0.51;0.561380793;0.536666667;0.32;0.478128704;0.518596639
11 - 12;0.414473684;0.441;0.5;0.5363174;0.53;0.3;0.449813704;0.493967428
12 - 13;0.453684211;0.387;0.483333333;0.523273504;0.58;0.29;0.439471912;0.477731524
13 - 14;0.477368421;0.383;0.5;0.533582416;0.56;0.27;0.437801401;0.453035783
14 - 15;0.485;0.376;0.493333333;0.56154163;0.563333333;0.22;0.425048582;0.414145747
15 - 16;0.471578947;0.367;0.546666667;0.513527188;0.56;0.25;0.40851298;0.386959993
16 - 17;0.438157895;0.419;0.606666667;0.466166374;0.603333333;0.35;0.414872037;0.387458215
17 - 18;0.488947368;0.461;0.64;0.452978921;0.65;0.27;0.447710367;0.393183731
18 - 19;0.502631579;0.547;0.626666667;0.46899686;0.643333333;0.25;0.478011495;0.384402905
19 - 20;0.497631579;0.59;0.616666667;0.497563605;0.593333333;0.28;0.483851431;0.363922713
20 - 21;0.46;0.539;0.583333333;0.490489344;0.546666667;0.27;0.446616705;0.340850116
21 - 22;0.419473684;0.535;0.566666667;0.45638854;0.506666667;0.22;0.427662854;0.328514877
22 - 23;0.392631579;0.42;0.486666667;0.423453266;0.456666667;0.24;0.372325363;0.304344509
23 - 00;0.400789474;0.378;0.46;0.411241045;0.4;0.22;0.357476526;0.293640104
00 - 01;0.397368421;0.382;0.46;0.408044596;0.36;0.2;0.349804949;0.270046425
01 - 02;0.347894737;0.375;0.49;0.413917823;0.303333333;0.2;0.335017093;0.282156542
02 - 03;0.284210526;0.323;0.516666667;0.40620874;0.29;0.18;0.292396985;0.26998043
03 - 04;0.235263158;0.273;0.5;0.393499981;0.28;0.14;0.248445227;0.237072523
04 - 05;0.228684211;0.242;0.483333333;0.407593774;0.233333333;0.12;0.229157899;0.216789485
05 - 06;0.194736842;0.207;0.496666667;0.375491994;0.213333333;0.13;0.202842344;0.206790189
06 - 07;0.173684211;0.172;0.476666667;0.382066889;0.21;0.13;0.180532671;0.195913802
07 - 08;0.144736842;0.141;0.503333333;0.353039285;0.206666667;0.1;0.159928494;0.19404864
08 - 09;0.108421053;0.125;0.516666667;0.286605904;0.17;0.07;0.13982565;0.186055897
09 - 10;0.102368421;0.083;0.443333333;0.256776947;0.18;0.08;0.114805707;0.1590487
10 - 11;0.077631579;0.057;0.403333333;0.248620424;0.163333333;0.08;0.088525216;0.13094407
11 - 12;0.056052632;0.049;0.416666667;0.255102371;0.14;0.08;0.071547027;0.10958845
12 - 13;0.050526316;0.028;0.406666667;0.251347167;0.14;0.08;0.060765447;0.103770026
13 - 14;0.030526316;0.016;0.336666667;0.253274691;0.13;0.08;0.060078631;0.133709577
14 - 15;0.023684211;0.011;0.316666667;0.266456058;0.136666667;0.08;0.063559136;0.155993197
15 - 16;0.022894737;0.022;0.313333333;0.271065423;0.14;0.07;0.071677549;0.170137911
16 - 17;0.023421053;0.031;0.326666667;0.27914602;0.156666667;0.06;0.080505533;0.187095547
17 - 18;0.023947368;0.016;0.343333333;0.315856458;0.156666667;0.06;0.079724421;0.199225895
18 - 19;0.023684211;0.007;0.353333333;0.334679883;0.136666667;0.05;0.079997255;0.209307553
19 - 20;0.023157895;0.006;0.33;0.334468803;0.143333333;0.04;0.08268173;0.218887296
20 - 21;0.015526316;0.004;0.316666667;0.286847141;0.136666667;0.03;0.080355288;0.221539548
21 - 22;0.012894737;0.003;0.293333333;0.25042796;0.13;0.03;0.078191706;0.21868038
22 - 23;0.011315789;0.003;0.263333333;0.221404406;0.12;0.03;0.077323959;0.217656089
23 - 00;0.017631579;0.003;0.236666667;0.204797;0.126666667;0.03;0.082724381;0.227541564
00 - 01;0.028421053;0.003;0.203333333;0.202415375;0.113333333;0.02;0.087701403;0.231683155
01 - 02;0.037631579;0.005;0.18;0.196053122;0.093333333;0.01;0.094480317;0.240809373
02 - 03;0.046578947;0.005;0.19;0.183986444;0.1;0.01;0.097064921;0.239615815
03 - 04;0.054736842;0.004;0.17;0.167876117;0.106666667;0.01;0.096842703;0.231791266
04 - 05;0.063947368;0.004;0.156666667;0.167508885;0.103333333;0.01;0.097028477;0.223138063
05 - 06;0.077894737;0.007;0.136666667;0.166466802;0.086666667;0.01;0.098521934;0.210671065
06 - 07;0.100789474;0.025;0.15;0.155209388;0.09;0.01;0.113377494;0.214343009
07 - 08;0.125526316;0.06;0.113333333;0.122739474;0.09;0.01;0.135746772;0.221714
08 - 09;0.124736842;0.087;0.096666667;0.115774952;0.083333333;0.01;0.140487491;0.209725631
09 - 10;0.137368421;0.086;0.083333333;0.103640651;0.08;0.01;0.137250021;0.188381642
10 - 11;0.155263158;0.112;0.076666667;0.108270912;0.073333333;0;0.143556989;0.163407809
11 - 12;0.171842105;0.165;0.08;0.093161907;0.063333333;0;0.157579155;0.135895361
12 - 13;0.195263158;0.147;0.086666667;0.056474135;0.05;0;0.156606126;0.12755522
13 - 14;0.222631579;0.148;0.08;0.036239924;0.046666667;0;0.163642949;0.120297268
14 - 15;0.236578947;0.144;0.086666667;0.029123024;0.056666667;0;0.164898472;0.114116468
15 - 16;0.237105263;0.152;0.08;0.02928052;0.07;0;0.162665522;0.098891302
16 - 17;0.255;0.195;0.083333333;0.031879079;0.073333333;0.01;0.178200956;0.084602869
17 - 18;0.286842105;0.205;0.083333333;0.036212364;0.09;0.02;0.187534797;0.070762285
18 - 19;0.315526316;0.236;0.083333333;0.034154544;0.09;0.01;0.201759458;0.053752057
19 - 20;0.333421053;0.245;0.083333333;0.027696733;0.093333333;0.01;0.205818286;0.039033806
20 - 21;0.35;0.239;0.08;0.030455451;0.106666667;0.01;0.207032684;0.032098053
21 - 22;0.348157895;0.227;0.073333333;0.032633709;0.113333333;0.01;0.201450814;0.029194548
22 - 23;0.352894737;0.214;0.08;0.034420796;0.11;0.01;0.19746355;0.025495913
23 - 00;0.352105263;0.266;0.086666667;0.037724728;0.12;0.02;0.216074771;0.03011905
00 - 01;0.360263158;0.291;0.08;0.031690927;0.11;0.02;0.231038872;0.041853459
01 - 02;0.359736842;0.368;0.066666667;0.023246139;0.096666667;0.01;0.25769858;0.045358897
02 - 03;0.376052632;0.312;0.08;0.020928119;0.1;0.01;0.245200118;0.047547721
03 - 04;0.38;0.19;0.1;0.018549324;0.12;0.01;0.20813723;0.054411691
04 - 05;0.397894737;0.218;0.126666667;0.021439075;0.116666667;0.01;0.225520315;0.060666209
05 - 06;0.403684211;0.3;0.143333333;0.022141059;0.11;0.02;0.257175117;0.067841141
06 - 07;0.418421053;0.372;0.113333333;0.022110662;0.113333333;0.02;0.287634509;0.072482474
07 - 08;0.436578947;0.365;0.106666667;0.023834253;0.14;0.03;0.292260237;0.075201763
08 - 09;0.44;0.376;0.14;0.024392051;0.113333333;0.02;0.301072848;0.087218543
09 - 10;0.470789474;0.423;0.093333333;0.028188672;0.096666667;0.02;0.328958358;0.0930856
10 - 11;0.477894737;0.424;0.073333333;0.031991525;0.113333333;0.02;0.337301943;0.110011093
11 - 12;0.533157895;0.448;0.066666667;0.032957092;0.12;0.03;0.373301375;0.13874623
12 - 13;0.557368421;0.483;0.073333333;0.035575156;0.1;0.02;0.396566111;0.149329912
13 - 14;0.541315789;0.481;0.073333333;0.02941584;0.106666667;0.02;0.388420624;0.142946084
14 - 15;0.516842105;0.474;0.07;0.030252141;0.1;0.02;0.373505509;0.129674421
15 - 16;0.507894737;0.487;0.06;0.034713909;0.106666667;0.02;0.380570575;0.146816989
16 - 17;0.515263158;0.512;0.083333333;0.027895164;0.106666667;0.03;0.393490812;0.153209279
17 - 18;0.542105263;0.547;0.08;0.029205376;0.11;0.03;0.416449646;0.160243674
18 - 19;0.557631579;0.566;0.09;0.032956205;0.126666667;0.04;0.434400873;0.17957104
19 - 20;0.574473684;0.58;0.1;0.037952373;0.116666667;0.05;0.447295303;0.187412224
20 - 21;0.583947368;0.579;0.11;0.038288009;0.113333333;0.04;0.45029179;0.187928002
21 - 22;0.600263158;0.54;0.086666667;0.047660802;0.11;0.03;0.442324602;0.186710649
22 - 23;0.591842105;0.527;0.08;0.053672894;0.103333333;0.05;0.432564522;0.178851461
23 - 00;0.58;0.474;0.063333333;0.061318918;0.103333333;0.04;0.414146917;0.18844075
00 - 01;0.581578947;0.485;0.07;0.083009153;0.093333333;0.04;0.418678361;0.189456134
01 - 02;0.579210526;0.478;0.07;0.103626589;0.09;0.06;0.415723396;0.189959663
02 - 03;0.593421053;0.479;0.08;0.130370899;0.086666667;0.05;0.419804869;0.186993555
03 - 04;0.600263158;0.491;0.076666667;0.137255553;0.076666667;0.05;0.430087393;0.19899902
04 - 05;0.583157895;0.523;0.066666667;0.145882559;0.066666667;0.05;0.443087733;0.223105303
05 - 06;0.570789474;0.524;0.07;0.154737352;0.07;0.07;0.441117412;0.228562762
06 - 07;0.573157895;0.565;0.06;0.178537217;0.07;0.06;0.453952235;0.22369881
07 - 08;0.619210526;0.557;0.05;0.197316535;0.086666667;0.05;0.465565306;0.220485391
08 - 09;0.655789474;0.605;0.05;0.181224331;0.096666667;0.05;0.492215084;0.215855779
09 - 10;0.693157895;0.614;0.053333333;0.142978128;0.106666667;0.06;0.51366536;0.233838185
10 - 11;0.704736842;0.646;0.056666667;0.141895844;0.113333333;0.06;0.525271884;0.22507881
11 - 12;0.728947368;0.655;0.046666667;0.14840389;0.123333333;0.03;0.542923243;0.244822362
12 - 13;0.741578947;0.659;0.036666667;0.144954354;0.12;0.03;0.552346642;0.256460979
13 - 14;0.741315789;0.643;0.033333333;0.172787211;0.116666667;0.03;0.552549587;0.273332971
14 - 15;0.724210526;0.639;0.023333333;0.186971862;0.113333333;0.04;0.546439728;0.276108659
15 - 16;0.698684211;0.627;0.026666667;0.227333661;0.133333333;0.04;0.531148595;0.267761575
16 - 17;0.652894737;0.608;0.026666667;0.226342714;0.166666667;0.04;0.505065659;0.254302239
17 - 18;0.648421053;0.602;0.02;0.231701296;0.19;0.05;0.499241907;0.247304667
18 - 19;0.661842105;0.61;0.016666667;0.2240421;0.22;0.05;0.508123403;0.252528105
19 - 20;0.653684211;0.65;0.02;0.232883787;0.226666667;0.05;0.5202011;0.256919089
20 - 21;0.643157895;0.642;0.016666667;0.261242019;0.216666667;0.06;0.518562863;0.270530695
21 - 22;0.628421053;0.599;0.016666667;0.262039329;0.226666667;0.06;0.498770209;0.268889576
22 - 23;0.637631579;0.582;0.016666667;0.241663163;0.223333333;0.05;0.497176638;0.271898335
23 - 00;0.633421053;0.589;0.013333333;0.22554595;0.173333333;0.04;0.498747825;0.273822424
00 - 01;0.601315789;0.623;0.013333333;0.251091004;0.156666667;0.04;0.492629319;0.253572169
01 - 02;0.574736842;0.615;0.006666667;0.25925971;0.103333333;0.04;0.479537518;0.248875711
02 - 03;0.546842105;0.578;0.01;0.260545237;0.063333333;0.03;0.458551399;0.250812091
03 - 04;0.533157895;0.557;0.01;0.270899162;0.053333333;0.02;0.449418851;0.258098658
04 - 05;0.520526316;0.541;0.003333333;0.263760318;0.046666667;0.02;0.445175578;0.274000417
05 - 06;0.516578947;0.539;0.01;0.262322136;0.04;0.02;0.444476242;0.277849777
06 - 07;0.506578947;0.566;0.01;0.257723874;0.026666667;0.02;0.450190855;0.277993617
07 - 08;0.525;0.563;0.01;0.228276045;0.026666667;0.01;0.449552984;0.260658951
08 - 09;0.534736842;0.538;0.013333333;0.184546071;0.016666667;0.01;0.438464636;0.242657065
09 - 10;0.526578947;0.549;0.016666667;0.185290027;0.013333333;0.02;0.441657682;0.249394099
10 - 11;0.466578947;0.592;0.016666667;0.164026129;0.006666667;0.01;0.433639468;0.242339458
11 - 12;0.423947368;0.639;0.013333333;0.146137786;0.006666667;0;0.43525468;0.242816672
12 - 13;0.422631579;0.646;0.01;0.171939489;0.01;0;0.43601436;0.2394115
13 - 14;0.393947368;0.618;0.01;0.186973284;0.02;0;0.419646145;0.246991066
14 - 15;0.402631579;0.588;0.01;0.165120327;0.023333333;0;0.415142665;0.254796416
15 - 16;0.420263158;0.582;0.01;0.173501536;0.036666667;0;0.420163454;0.258227203
16 - 17;0.419736842;0.535;0.016666667;0.163649167;0.03;0;0.410195169;0.275848666
17 - 18;0.405263158;0.557;0.006666667;0.161901804;0.026666667;0.01;0.420185313;0.29829278
18 - 19;0.403947368;0.569;0.01;0.152058;0.026666667;0.01;0.426649171;0.307000143
19 - 20;0.405;0.562;0.013333333;0.140019211;0.036666667;0.01;0.428348328;0.318044984
20 - 21;0.416315789;0.518;0.01;0.142669073;0.04;0.01;0.423849489;0.337232677
21 - 22;0.438684211;0.41;0.013333333;0.135764894;0.026666667;0;0.393306509;0.331235316
22 - 23;0.457105263;0.452;0.013333333;0.143026164;0.03;0;0.413876167;0.332523239
23 - 00;0.444473684;0.48;0.006666667;0.141816667;0.033333333;0;0.417078778;0.326762649
00 - 01;0.418157895;0.463;0.006666667;0.134779316;0.033333333;0;0.402239069;0.325559313
01 - 02;0.410263158;0.391;0.006666667;0.126990409;0.026666667;0;0.377215519;0.330383399
02 - 03;0.418157895;0.342;0.003333333;0.13371828;0.03;0.01;0.361069784;0.323051456
03 - 04;0.431052632;0.313;0.003333333;0.124731796;0.036666667;0;0.354469455;0.319355733
04 - 05;0.463421053;0.325;0.003333333;0.119202429;0.03;0.01;0.368915415;0.318325194
05 - 06;0.488421053;0.393;0.003333333;0.142755945;0.03;0.01;0.398462833;0.313967447
06 - 07;0.476578947;0.454;0.003333333;0.142205399;0.036666667;0.01;0.417616645;0.322270988
07 - 08;0.5;0.457;0.003333333;0.133386505;0.046666667;0.01;0.427024195;0.324072584
08 - 09;0.515;0.459;0.003333333;0.080529021;0.04;0;0.433705778;0.327117333
09 - 10;0.536578947;0.483;0.003333333;0.0475731;0.013333333;0;0.451947219;0.33626271
10 - 11;0.548157895;0.536;0.003333333;0.0419426;0.01;0;0.474036981;0.337953049
11 - 12;0.522894737;0.537;0.003333333;0.047668577;0.01;0;0.465887959;0.337769139
12 - 13;0.456315789;0.529;0;0.034255338;0.01;0;0.435996377;0.322673341
13 - 14;0.395789474;0.478;0;0.030496359;0.016666667;0;0.388401468;0.291414932
14 - 15;0.393421053;0.491;0;0.028784157;0.033333333;0.01;0.380994475;0.258562372
15 - 16;0.426578947;0.495;0.003333333;0.038518133;0.036666667;0.02;0.391201185;0.252024609
16 - 17;0.463684211;0.535;0;0.039381751;0.033333333;0.02;0.420881133;0.26395919
17 - 18;0.511842105;0.595;0;0.041622839;0.033333333;0.02;0.462857449;0.281730241
18 - 19;0.537631579;0.622;0.003333333;0.041452997;0.023333333;0.01;0.477618677;0.273224453
19 - 20;0.552368421;0.629;0.003333333;0.049166837;0.02;0.02;0.483795087;0.270016841
20 - 21;0.535789474;0.614;0.003333333;0.049588514;0.02;0.01;0.467279497;0.252049019
21 - 22;0.520789474;0.615;0;0.054099776;0.02;0;0.459806339;0.243629543
22 - 23;0.457894737;0.61;0;0.050745927;0.016666667;0;0.434767013;0.236406301
23 - 00;0.427105263;0.591;0;0.040982206;0.013333333;0;0.418597438;0.237687051
00 - 01;0.426578947;0.581;0;0.040031216;0.01;0;0.415602857;0.239229623
01 - 02;0.452631579;0.588;0;0.049758882;0.01;0;0.425040023;0.234488491
02 - 03;0.446052632;0.595;0;0.045103118;0.01;0;0.426252429;0.237704655
03 - 04;0.430263158;0.602;0.003333333;0.044203447;0.01;0;0.426209242;0.246364567
04 - 05;0.462105263;0.604;0.006666667;0.051954278;0.006666667;0;0.442351829;0.260950223
05 - 06;0.470526316;0.574;0.01;0.065505426;0.006666667;0;0.438365457;0.270570054
06 - 07;0.481578947;0.582;0.02;0.081976783;0.006666667;0;0.445633387;0.273321214
07 - 08;0.507105263;0.556;0.016666667;0.111165484;0.01;0;0.447981933;0.280840536
08 - 09;0.504210526;0.556;0.023333333;0.146140688;0.02;0;0.446493502;0.279269979
09 - 10;0.497894737;0.617;0.013333333;0.173927964;0.03;0;0.460338036;0.266119373
10 - 11;0.502368421;0.668;0.01;0.195487155;0.046666667;0;0.479505003;0.268146587
11 - 12;0.526578947;0.677;0.013333333;0.189370679;0.056666667;0;0.493421246;0.276684791
12 - 13;0.543157895;0.64;0.013333333;0.188367141;0.053333333;0;0.487217444;0.278494438
13 - 14;0.524736842;0.581;0.013333333;0.195756131;0.053333333;0.01;0.463259658;0.284042131
14 - 15;0.487631579;0.565;0.013333333;0.203081861;0.076666667;0.01;0.447840951;0.290891273
15 - 16;0.477368421;0.586;0.02;0.214961592;0.096666667;0.02;0.458825027;0.313106659
16 - 17;0.485;0.545;0.03;0.213139593;0.126666667;0.01;0.45143318;0.324299539
17 - 18;0.511842105;0.541;0.023333333;0.257521052;0.116666667;0.01;0.463225727;0.336835075
18 - 19;0.523947368;0.522;0.026666667;0.26621479;0.1;0.01;0.461125996;0.337430618
19 - 20;0.493157895;0.559;0.03;0.293192769;0.08;0.01;0.459370411;0.325953339
20 - 21;0.472368421;0.548;0.026666667;0.329605841;0.096666667;0.01;0.450423446;0.330901916
21 - 22;0.444473684;0.444;0.026666667;0.328858663;0.106666667;0.02;0.406460251;0.33090707
22 - 23;0.428684211;0.313;0.03;0.368799587;0.11;0.02;0.353937499;0.320128285
23 - 00;0.413157895;0.245;0.04;0.401431887;0.1;0.02;0.325765938;0.319139919
00 - 01;0.374210526;0.228;0.056666667;0.423564467;0.103333333;0.02;0.308467921;0.323193236
01 - 02;0.328421053;0.265;0.073333333;0.396918213;0.106666667;0.02;0.302935032;0.315384044
02 - 03;0.287894737;0.281;0.06;0.406445533;0.113333333;0.02;0.291983547;0.307055906
03 - 04;0.246052632;0.255;0.056666667;0.418836936;0.126666667;0.01;0.266955825;0.299814843
04 - 05;0.205526316;0.238;0.073333333;0.421891656;0.126666667;0.01;0.245711564;0.293608377
05 - 06;0.220526316;0.221;0.09;0.436012691;0.13;0.02;0.246964957;0.299368555
06 - 07;0.230789474;0.229;0.133333333;0.456848057;0.146666667;0.02;0.251153634;0.293671427
07 - 08;0.245789474;0.257;0.133333333;0.503207586;0.18;0.03;0.264835036;0.291715634
08 - 09;0.205526316;0.234;0.126666667;0.554126423;0.203333333;0.03;0.241811198;0.285907278
09 - 10;0.139473684;0.233;0.15;0.582845498;0.166666667;0.02;0.219539351;0.286144368
10 - 11;0.108421053;0.196;0.16;0.573010381;0.113333333;0.03;0.198207095;0.290200231
11 - 12;0.080789474;0.155;0.176666667;0.566946309;0.083333333;0.03;0.172992819;0.283188984
12 - 13;0.052368421;0.096;0.176666667;0.564510471;0.083333333;0.03;0.137465376;0.264027707
13 - 14;0.027631579;0.041;0.203333333;0.564112549;0.1;0.03;0.109818586;0.260824178
14 - 15;0.017894737;0.022;0.21;0.551834365;0.15;0.02;0.10183965;0.265624212
15 - 16;0.015526316;0.014;0.29;0.579090683;0.236666667;0.06;0.103091354;0.279747747
16 - 17;0.018421053;0.008;0.353333333;0.584655941;0.316666667;0.07;0.107940436;0.297400254
17 - 18;0.031052632;0.012;0.473333333;0.609145187;0.373333333;0.09;0.120003292;0.316957244
18 - 19;0.032894737;0.019;0.506666667;0.649579252;0.363333333;0.09;0.128711044;0.334238394
19 - 20;0.028947368;0.019;0.563333333;0.652773012;0.353333333;0.12;0.131559996;0.34673262
20 - 21;0.024210526;0.016;0.63;0.638617403;0.346666667;0.15;0.128655068;0.345754677
21 - 22;0.025263158;0.016;0.673333333;0.652019352;0.326666667;0.13;0.12974111;0.347960172
22 - 23;0.028157895;0.013;0.673333333;0.650720008;0.276666667;0.14;0.127290416;0.340713355
23 - 00;0.022368421;0.018;0.666666667;0.640951303;0.28;0.15;0.126670528;0.339643164
00 - 01;0.031578947;0.012;0.593333333;0.605462408;0.266666667;0.12;0.127511674;0.338956073
01 - 02;0.033684211;0.013;0.55;0.598054522;0.256666667;0.14;0.124746657;0.327555761
02 - 03;0.031052632;0.018;0.573333333;0.630044773;0.246666667;0.13;0.121782577;0.316295099
03 - 04;0.035263158;0.024;0.573333333;0.635271002;0.233333333;0.1;0.123610801;0.311569245
04 - 05;0.038421053;0.018;0.616666667;0.608546506;0.21;0.12;0.122344272;0.310611763
05 - 06;0.032105263;0.015;0.603333333;0.585667429;0.126666667;0.1;0.119417439;0.311147055
06 - 07;0.023421053;0.023;0.51;0.60558678;0.18;0.08;0.125408861;0.329805531
07 - 08;0.023947368;0.031;0.41;0.554710552;0.17;0.05;0.130966181;0.337951175
08 - 09;0.023684211;0.033;0.33;0.532523006;0.156666667;0.06;0.137872311;0.356932723
09 - 10;0.021052632;0.032;0.316666667;0.501777912;0.09;0.05;0.142495589;0.374434135
10 - 11;0.017894737;0.04;0.283333333;0.569452941;0.063333333;0.01;0.147826517;0.385584813
11 - 12;0.017368421;0.026;0.243333333;0.598043877;0.036666667;0.01;0.147122244;0.397998311
12 - 13;0.017631579;0.017;0.23;0.617774509;0.016666667;0;0.145043824;0.400499892
13 - 14;0.017105263;0.012;0.26;0.684023834;0.01;0.01;0.145848071;0.408438949
14 - 15;0.016842105;0.011;0.263333333;0.698579895;0.006666667;0.01;0.153273902;0.4319796
15 - 16;0.018421053;0.012;0.31;0.711735025;0.016666667;0.01;0.160530069;0.451169154
16 - 17;0.026842105;0.013;0.36;0.739398019;0.02;0.02;0.168998012;0.467151929
17 - 18;0.038157895;0.015;0.41;0.741800624;0.013333333;0.02;0.175837059;0.474353283
18 - 19;0.046315789;0.013;0.39;0.759116546;0.01;0.03;0.184031602;0.492779016
19 - 20;0.047105263;0.012;0.406666667;0.78319386;0.006666667;0.04;0.18578699;0.498255706
20 - 21;0.041315789;0.013;0.43;0.79316731;0.01;0.07;0.179787912;0.485047947
21 - 22;0.042631579;0.021;0.456666667;0.782201055;0.006666667;0.07;0.179106304;0.473687332
22 - 23;0.041052632;0.013;0.506666667;0.765887413;0.006666667;0.08;0.176085348;0.474203413
23 - 00;0.063684211;0.025;0.563333333;0.754565615;0.01;0.08;0.184894042;0.465997917
00 - 01;0.086052632;0.03;0.593333333;0.742391097;0.013333333;0.07;0.189001123;0.450950736
01 - 02;0.075789474;0.029;0.583333333;0.710127091;0.01;0.07;0.18620433;0.453823517
02 - 03;0.071578947;0.02;0.546666667;0.678586247;0.006666667;0.06;0.180893229;0.451100739
03 - 04;0.063157895;0.018;0.526666667;0.664594149;0.006666667;0.06;0.1746852;0.442897706
04 - 05;0.057368421;0.015;0.513333333;0.69866467;0.006666667;0.09;0.168804454;0.434044942
05 - 06;0.061052632;0.031;0.526666667;0.70519838;0.01;0.08;0.16527765;0.403780319
06 - 07;0.066842105;0.062;0.526666667;0.685644608;0.006666667;0.06;0.17332769;0.391140964
07 - 08;0.076315789;0.089;0.47;0.637348296;0.01;0.06;0.174868152;0.359288666
08 - 09;0.085789474;0.136;0.473333333;0.626349767;0.01;0.07;0.179321213;0.316174167
09 - 10;0.073684211;0.182;0.43;0.602755786;0.01;0.09;0.18088748;0.286978231
10 - 11;0.070789474;0.226;0.466666667;0.600023912;0.01;0.09;0.184011364;0.255244617
11 - 12;0.078947368;0.2;0.386666667;0.595788318;0.01;0.09;0.168393996;0.226234621
12 - 13;0.084210526;0.224;0.283333333;0.570156342;0.01;0.08;0.174164529;0.214283059
13 - 14;0.107368421;0.29;0.266666667;0.537171283;0.016666667;0.05;0.195698292;0.189726454
14 - 15;0.106315789;0.33;0.243333333;0.506108758;0.013333333;0.03;0.199157992;0.161158187
15 - 16;0.099473684;0.332;0.203333333;0.481118429;0.01;0.03;0.196888432;0.159191613
16 - 17;0.107894737;0.385;0.163333333;0.426679492;0.013333333;0.02;0.221898761;0.172801546
17 - 18;0.141315789;0.436;0.153333333;0.368560228;0.016666667;0.02;0.253384468;0.182837615
18 - 19;0.171052632;0.424;0.103333333;0.232814199;0.023333333;0.02;0.268648541;0.210892992
19 - 20;0.202105263;0.432;0.083333333;0.164292186;0.03;0.02;0.287052279;0.227051573
20 - 21;0.224473684;0.45;0.093333333;0.140095789;0.026666667;0.03;0.30774499;0.248761286
21 - 22;0.247894737;0.468;0.096666667;0.160013019;0.026666667;0.02;0.324444219;0.257437921
22 - 23;0.267631579;0.469;0.066666667;0.196593685;0.043333333;0.01;0.334690898;0.267441115
23 - 00;0.265263158;0.449;0.036666667;0.241134505;0.053333333;0.01;0.334055952;0.287904698
00 - 01;0.257631579;0.409;0.046666667;0.313373805;0.06;0.01;0.324527919;0.306952178
01 - 02;0.248157895;0.334;0.04;0.306061876;0.073333333;0.02;0.297775722;0.311169271
02 - 03;0.226842105;0.304;0.046666667;0.269545344;0.093333333;0.02;0.277753794;0.302419276
03 - 04;0.197631579;0.237;0.06;0.233665833;0.103333333;0.03;0.241406239;0.289587139
04 - 05;0.171842105;0.181;0.073333333;0.216039651;0.123333333;0.05;0.217449754;0.299507156
05 - 06;0.169736842;0.126;0.08;0.221066671;0.136666667;0.05;0.196533503;0.293863668
06 - 07;0.165789474;0.105;0.06;0.285693553;0.176666667;0.06;0.189695554;0.298297187
07 - 08;0.161842105;0.101;0.053333333;0.378246384;0.223333333;0.07;0.191910243;0.312888624
08 - 09;0.136578947;0.11;0.066666667;0.363860968;0.173333333;0.09;0.187459879;0.315800688
09 - 10;0.111578947;0.098;0.133333333;0.364998129;0.163333333;0.06;0.169436791;0.298731425
10 - 11;0.121842105;0.082;0.166666667;0.438421751;0.153333333;0.03;0.1567086;0.266283695
11 - 12;0.122105263;0.075;0.273333333;0.500387664;0.193333333;0.04;0.153553712;0.263555872
12 - 13;0.125;0.086;0.35;0.554407486;0.183333333;0.05;0.157263955;0.260791866
13 - 14;0.130526316;0.105;0.426666667;0.596796174;0.186666667;0.06;0.166864234;0.265066387
