hour;dk1;dk2;ee;fi;lt;lv;no;se
14 - 15;0.123947368;0.114;0.416666667;0.624053545;0.213333333;0.08;0.168234059;0.26675481
15 - 16;0.107368421;0.136;0.403333333;0.629749245;0.28;0.1;0.17353616;0.277240059
16 - 17;0.099210526;0.172;0.323333333;0.639129518;0.31;0.13;0.183164391;0.278282645
17 - 18;0.098157895;0.169;0.32;0.627924043;0.35;0.11;0.176211013;0.261475145
18 - 19;0.110526316;0.2;0.31;0.623522539;0.343333333;0.12;0.18553146;0.246068066
19 - 20;0.112368421;0.224;0.323333333;0.666391808;0.356666667;0.14;0.19043888;0.234948218
20 - 21;0.117631579;0.281;0.373333333;0.673965269;0.346666667;0.12;0.21061607;0.233216632
21 - 22;0.122631579;0.301;0.36;0.680235387;0.37;0.11;0.217414021;0.228610484
22 - 23;0.131842105;0.322;0.393333333;0.681840396;0.303333333;0.13;0.228461035;0.231540999
23 - 00;0.174736842;0.351;0.406666667;0.684080843;0.27;0.12;0.255083597;0.239513949
00 - 01;0.163157895;0.374;0.413333333;0.689820762;0.2;0.11;0.265267709;0.258645233
01 - 02;0.155789474;0.345;0.39;0.656379276;0.15;0.12;0.257366394;0.271309708
02 - 03;0.138684211;0.327;0.383333333;0.654280433;0.116666667;0.13;0.248169646;0.278824728
03 - 04;0.145;0.318;0.396666667;0.633839762;0.113333333;0.11;0.251694071;0.292082212
04 - 05;0.202105263;0.304;0.396666667;0.624965044;0.113333333;0.07;0.265838867;0.291411338
05 - 06;0.234210526;0.302;0.446666667;0.615536668;0.113333333;0.08;0.275331042;0.289782599
06 - 07;0.262105263;0.267;0.46;0.615299843;0.143333333;0.09;0.279280647;0.308736679
07 - 08;0.279736842;0.229;0.493333333;0.594025408;0.14;0.13;0.274681404;0.315307369
08 - 09;0.296842105;0.189;0.513333333;0.56443189;0.173333333;0.14;0.270071791;0.324373268
09 - 10;0.278421053;0.199;0.56;0.527891191;0.2;0.16;0.26858973;0.328348137
10 - 11;0.255;0.207;0.533333333;0.501521714;0.256666667;0.12;0.265130273;0.333390818
11 - 12;0.225263158;0.21;0.543333333;0.464895473;0.276666667;0.12;0.246638791;0.304653216
12 - 13;0.193421053;0.192;0.55;0.432910215;0.256666667;0.11;0.220592411;0.276356181
13 - 14;0.168421053;0.181;0.453333333;0.437868965;0.293333333;0.07;0.202349766;0.257628246
14 - 15;0.152105263;0.162;0.37;0.465752174;0.296666667;0.1;0.190642795;0.257823122
15 - 16;0.153157895;0.136;0.353333333;0.460138646;0.266666667;0.12;0.181956031;0.2567102
16 - 17;0.148421053;0.14;0.34;0.445529756;0.236666667;0.09;0.181330136;0.255569356
17 - 18;0.164210526;0.147;0.34;0.439049108;0.226666667;0.07;0.190639032;0.26070657
18 - 19;0.174210526;0.156;0.28;0.41993929;0.216666667;0.07;0.208886088;0.296447739
19 - 20;0.183421053;0.134;0.246666667;0.362034199;0.21;0.07;0.22384901;0.354125978
20 - 21;0.229210526;0.139;0.18;0.340300808;0.2;0.06;0.257573854;0.404511036
21 - 22;0.301578947;0.142;0.146666667;0.283374078;0.18;0.08;0.300244462;0.457154438
22 - 23;0.372105263;0.151;0.096666667;0.27576758;0.163333333;0.07;0.341933667;0.502695738
23 - 00;0.433684211;0.165;0.073333333;0.474849168;0.15;0.06;0.376456508;0.530685314
00 - 01;0.481315789;0.208;0.046666667;0.491584437;0.146666667;0.06;0.419563215;0.569373855
01 - 02;0.508421053;0.245;0.053333333;0.55821958;0.19;0.06;0.447667055;0.589580112
02 - 03;0.542105263;0.277;0.09;0.630211377;0.173333333;0.04;0.476008978;0.60892167
03 - 04;0.587368421;0.354;0.11;0.644133381;0.146666667;0.04;0.520288465;0.619496973
04 - 05;0.638947368;0.457;0.126666667;0.671810461;0.163333333;0.05;0.572826573;0.622532349
05 - 06;0.69;0.577;0.143333333;0.682042918;0.2;0.05;0.630820019;0.625460058
06 - 07;0.723157895;0.636;0.163333333;0.684738146;0.21;0.06;0.665756654;0.638112067
07 - 08;0.753947368;0.695;0.196666667;0.700780717;0.176666667;0.1;0.699639958;0.649972507
08 - 09;0.786315789;0.735;0.243333333;0.681157449;0.133333333;0.07;0.734502937;0.682193021
09 - 10;0.804736842;0.772;0.24;0.698453819;0.106666667;0.05;0.755625026;0.690138236
10 - 11;0.810789474;0.8;0.31;0.710201168;0.103333333;0.08;0.765978846;0.687147065
11 - 12;0.812105263;0.821;0.42;0.70567732;0.13;0.1;0.775974212;0.694817374
12 - 13;0.806052632;0.827;0.48;0.698940202;0.163333333;0.08;0.773799302;0.688345275
13 - 14;0.776315789;0.828;0.433333333;0.690188334;0.183333333;0.11;0.765323105;0.691653525
14 - 15;0.669473684;0.824;0.43;0.671515043;0.19;0.14;0.733323884;0.706497967
15 - 16;0.546315789;0.834;0.463333333;0.661309822;0.193333333;0.18;0.697914004;0.713426223
16 - 17;0.468947368;0.855;0.536666667;0.68146668;0.193333333;0.2;0.676550676;0.705704659
17 - 18;0.443684211;0.853;0.546666667;0.668630578;0.16;0.2;0.662889234;0.691983491
18 - 19;0.425526316;0.842;0.556666667;0.669529945;0.193333333;0.22;0.648796116;0.678862033
19 - 20;0.406315789;0.802;0.586666667;0.648808119;0.246666667;0.21;0.627155229;0.673149899
20 - 21;0.373421053;0.734;0.61;0.632131425;0.223333333;0.22;0.587779777;0.655918278
21 - 22;0.326578947;0.677;0.69;0.636616393;0.283333333;0.27;0.535998976;0.604417979
22 - 23;0.308684211;0.637;0.683333333;0.648157367;0.273333333;0.3;0.506256621;0.573085653
23 - 00;0.302105263;0.544;0.69;0.670152204;0.303333333;0.31;0.457106298;0.525213631
00 - 01;0.340263158;0.398;0.663333333;0.679307491;0.263333333;0.33;0.411029485;0.494825298
01 - 02;0.355789474;0.311;0.67;0.70393715;0.293333333;0.34;0.369556708;0.441880652
02 - 03;0.313421053;0.384;0.683333333;0.704924163;0.32;0.32;0.365310609;0.398510775
03 - 04;0.316315789;0.399;0.703333333;0.724762107;0.25;0.3;0.365605694;0.381501291
04 - 05;0.302368421;0.354;0.676666667;0.724431445;0.256666667;0.28;0.35108399;0.396883549
05 - 06;0.271842105;0.473;0.646666667;0.710668677;0.36;0.25;0.375394615;0.381341739
06 - 07;0.263421053;0.517;0.64;0.702181551;0.4;0.23;0.38519738;0.375171086
07 - 08;0.257105263;0.566;0.63;0.684624278;0.456666667;0.21;0.396655385;0.366860893
08 - 09;0.291052632;0.597;0.653333333;0.640658876;0.486666667;0.21;0.422989139;0.380914786
09 - 10;0.303157895;0.646;0.62;0.60949284;0.46;0.19;0.441248404;0.374587318
10 - 11;0.243684211;0.634;0.58;0.599282482;0.393333333;0.16;0.411393632;0.356496686
11 - 12;0.240263158;0.63;0.55;0.593212202;0.393333333;0.12;0.39851673;0.325287033
12 - 13;0.218157895;0.579;0.53;0.573359072;0.346666667;0.11;0.37025984;0.313621626
13 - 14;0.226842105;0.538;0.483333333;0.509539341;0.313333333;0.12;0.35080614;0.287576314
14 - 15;0.185263158;0.536;0.446666667;0.465645236;0.296666667;0.11;0.329042977;0.265865774
15 - 16;0.156315789;0.486;0.426666667;0.441462222;0.283333333;0.1;0.311547981;0.292328155
16 - 17;0.204210526;0.433;0.403333333;0.441332704;0.23;0.07;0.317119224;0.314147147
17 - 18;0.195;0.421;0.36;0.438010097;0.273333333;0.02;0.317490343;0.336471028
18 - 19;0.152368421;0.502;0.316666667;0.426167734;0.15;0.03;0.336243063;0.354360769
19 - 20;0.148684211;0.463;0.273333333;0.373038011;0.093333333;0.05;0.322441253;0.355639548
20 - 21;0.158684211;0.411;0.216666667;0.35841766;0.193333333;0.05;0.306232934;0.349014593
21 - 22;0.160526316;0.363;0.196666667;0.410044877;0.226666667;0.06;0.283959031;0.328350779
22 - 23;0.151052632;0.274;0.193333333;0.438558482;0.253333333;0.08;0.252014031;0.330989462
23 - 00;0.166842105;0.193;0.213333333;0.447320203;0.2;0.06;0.228992842;0.32713642
00 - 01;0.165;0.172;0.216666667;0.416238194;0.143333333;0.1;0.226993544;0.343980632
01 - 02;0.187894737;0.221;0.233333333;0.398610829;0.116666667;0.07;0.247832235;0.334601969
02 - 03;0.171842105;0.224;0.273333333;0.377924497;0.086666667;0.08;0.238887602;0.3208207
03 - 04;0.161842105;0.193;0.27;0.366569476;0.113333333;0.06;0.232498248;0.342652639
04 - 05;0.127368421;0.16;0.29;0.355859209;0.153333333;0.05;0.214678452;0.356666935
05 - 06;0.123947368;0.146;0.306666667;0.374318529;0.153333333;0.07;0.206639514;0.349971175
06 - 07;0.131578947;0.119;0.323333333;0.376385355;0.143333333;0.06;0.194173676;0.331942081
07 - 08;0.126052632;0.149;0.326666667;0.392514331;0.136666667;0.08;0.197148825;0.316393845
08 - 09;0.087368421;0.158;0.36;0.353906885;0.146666667;0.09;0.184009451;0.306659932
09 - 10;0.104210526;0.17;0.356666667;0.341661291;0.153333333;0.09;0.187716346;0.288938512
10 - 11;0.125;0.181;0.37;0.342233195;0.156666667;0.1;0.188368495;0.259105486
11 - 12;0.141578947;0.143;0.343333333;0.331345616;0.123333333;0.1;0.179269088;0.253228316
12 - 13;0.156315789;0.156;0.383333333;0.330649598;0.126666667;0.09;0.189320207;0.25564483
13 - 14;0.204473684;0.23;0.41;0.305094392;0.116666667;0.09;0.231590695;0.260298399
14 - 15;0.252631579;0.276;0.383333333;0.307307276;0.126666667;0.07;0.27652111;0.30093175
15 - 16;0.334210526;0.316;0.4;0.299231124;0.14;0.07;0.328533856;0.335391041
16 - 17;0.445526316;0.387;0.39;0.289437891;0.133333333;0.06;0.409613717;0.396314836
17 - 18;0.558947368;0.537;0.416666667;0.339406065;0.163333333;0.08;0.516617605;0.453905447
18 - 19;0.641315789;0.617;0.436666667;0.333612553;0.186666667;0.07;0.595619948;0.528544056
19 - 20;0.733157895;0.698;0.426666667;0.294822587;0.153333333;0.09;0.675024156;0.593914572
20 - 21;0.798421053;0.739;0.436666667;0.269792755;0.176666667;0.07;0.738554431;0.678242242
21 - 22;0.849736842;0.796;0.446666667;0.304479887;0.176666667;0.11;0.79157825;0.728997908
22 - 23;0.881315789;0.828;0.443333333;0.327083388;0.17;0.14;0.825392929;0.766862996
23 - 00;0.831315789;0.83;0.433333333;0.350619048;0.19;0.17;0.823434016;0.808986259
00 - 01;0.831052632;0.851;0.473333333;0.467642877;0.236666667;0.17;0.839186648;0.835507314
01 - 02;0.804473684;0.881;0.483333333;0.563151052;0.216666667;0.18;0.842638983;0.842443265
02 - 03;0.778157895;0.905;0.463333333;0.678822845;0.24;0.22;0.842007766;0.842865403
03 - 04;0.800789474;0.913;0.493333333;0.713579043;0.263333333;0.24;0.855243789;0.851941893
04 - 05;0.798157895;0.919;0.576666667;0.746644987;0.286666667;0.25;0.858746606;0.859081923
05 - 06;0.805526316;0.921;0.646666667;0.770133211;0.37;0.27;0.859458397;0.851848876
06 - 07;0.704210526;0.931;0.676666667;0.806818745;0.383333333;0.31;0.830767661;0.857092457
07 - 08;0.645;0.93;0.733333333;0.819023671;0.463333333;0.28;0.812842686;0.863528058
08 - 09;0.586842105;0.915;0.78;0.810954173;0.526666667;0.3;0.787968475;0.862063319
09 - 10;0.601578947;0.935;0.763333333;0.806772522;0.543333333;0.35;0.795431444;0.849715386
10 - 11;0.600263158;0.928;0.78;0.780408626;0.53;0.38;0.782792175;0.820113368
11 - 12;0.632368421;0.898;0.78;0.780452961;0.566666667;0.41;0.77562783;0.796515069
12 - 13;0.655789474;0.816;0.823333333;0.809099271;0.6;0.42;0.748211865;0.772846121
13 - 14;0.618684211;0.74;0.826666667;0.788126769;0.633333333;0.42;0.694033213;0.723415429
14 - 15;0.576315789;0.75;0.823333333;0.730216343;0.65;0.43;0.673221749;0.693349458
15 - 16;0.624473684;0.676;0.81;0.817434949;0.666666667;0.43;0.654512542;0.663063943
16 - 17;0.703421053;0.654;0.813333333;0.82478033;0.693333333;0.44;0.660446537;0.623918558
17 - 18;0.749736842;0.716;0.8;0.74357569;0.703333333;0.43;0.692035316;0.610369105
18 - 19;0.784210526;0.762;0.793333333;0.80869972;0.696666667;0.44;0.728863316;0.640379422
19 - 20;0.795526316;0.789;0.783333333;0.791477471;0.643333333;0.4;0.748906368;0.662192787
20 - 21;0.800526316;0.838;0.78;0.772393327;0.62;0.41;0.774651456;0.685428052
21 - 22;0.799473684;0.87;0.76;0.792436197;0.606666667;0.39;0.78819845;0.695121665
22 - 23;0.751578947;0.862;0.786666667;0.792568128;0.566666667;0.4;0.770659926;0.69840083
23 - 00;0.742894737;0.881;0.776666667;0.76756176;0.443333333;0.36;0.776263324;0.704895236
00 - 01;0.706578947;0.866;0.773333333;0.767121009;0.35;0.32;0.761200403;0.711022263
01 - 02;0.708947368;0.877;0.733333333;0.761740541;0.276666667;0.3;0.763058643;0.703228561
02 - 03;0.700526316;0.848;0.72;0.750796815;0.27;0.26;0.748207073;0.696094903
03 - 04;0.696052632;0.851;0.703333333;0.731430639;0.246666667;0.25;0.743965981;0.684845311
04 - 05;0.705789474;0.858;0.673333333;0.738125193;0.26;0.27;0.744278632;0.669046424
05 - 06;0.652368421;0.849;0.676666667;0.759980319;0.26;0.33;0.719637663;0.657544567
06 - 07;0.617105263;0.846;0.663333333;0.736063907;0.323333333;0.3;0.698317335;0.631846743
07 - 08;0.578947368;0.87;0.68;0.698603642;0.34;0.29;0.699413489;0.649293099
08 - 09;0.552631579;0.881;0.676666667;0.711922182;0.353333333;0.26;0.694156566;0.648838118
09 - 10;0.550263158;0.851;0.7;0.720997256;0.33;0.26;0.677711557;0.631871514
10 - 11;0.556315789;0.829;0.646666667;0.729175848;0.34;0.3;0.672964743;0.63357844
11 - 12;0.468157895;0.827;0.643333333;0.727587097;0.356666667;0.29;0.635042721;0.609970269
12 - 13;0.480789474;0.809;0.62;0.736361088;0.36;0.31;0.634890932;0.614883321
13 - 14;0.455263158;0.75;0.61;0.739649853;0.366666667;0.29;0.601373576;0.598857571
14 - 15;0.418421053;0.608;0.6;0.749467357;0.376666667;0.31;0.536317527;0.582531529
15 - 16;0.391315789;0.563;0.566666667;0.757845546;0.463333333;0.33;0.507147632;0.567127106
16 - 17;0.384736842;0.723;0.546666667;0.770826978;0.45;0.31;0.557524059;0.564835334
17 - 18;0.428684211;0.641;0.56;0.776765808;0.48;0.3;0.542027637;0.556398701
18 - 19;0.451578947;0.702;0.526666667;0.752132023;0.486666667;0.29;0.565033319;0.54152101
19 - 20;0.452105263;0.742;0.506666667;0.750861711;0.476666667;0.26;0.573744224;0.527127409
20 - 21;0.455263158;0.777;0.513333333;0.748660923;0.433333333;0.26;0.583692028;0.518812927
21 - 22;0.469736842;0.737;0.56;0.735584008;0.44;0.26;0.564997979;0.488257095
22 - 23;0.469736842;0.687;0.556666667;0.731261339;0.47;0.27;0.537771997;0.456579149
23 - 00;0.503421053;0.764;0.543333333;0.718951546;0.413333333;0.27;0.57415737;0.455051056
00 - 01;0.506052632;0.824;0.59;0.682845164;0.4;0.26;0.594389968;0.453117271
01 - 02;0.502368421;0.808;0.6;0.681294526;0.42;0.23;0.59501049;0.474663049
02 - 03;0.430526316;0.802;0.626666667;0.662639801;0.403333333;0.23;0.570455484;0.478840138
03 - 04;0.446842105;0.713;0.58;0.6790773;0.4;0.21;0.534752583;0.444415644
04 - 05;0.399736842;0.703;0.54;0.670657272;0.353333333;0.18;0.505795865;0.414650754
05 - 06;0.366578947;0.671;0.62;0.672369129;0.306666667;0.21;0.482414528;0.409664636
06 - 07;0.362105263;0.668;0.576666667;0.647932794;0.45;0.17;0.478242991;0.404623709
07 - 08;0.367894737;0.669;0.516666667;0.625694264;0.533333333;0.14;0.481158027;0.406579345
08 - 09;0.363157895;0.682;0.506666667;0.61667927;0.593333333;0.13;0.472206365;0.371461201
09 - 10;0.359473684;0.594;0.5;0.571037648;0.633333333;0.11;0.438749624;0.362775187
10 - 11;0.375526316;0.617;0.443333333;0.548186419;0.533333333;0.08;0.446165763;0.345970972
11 - 12;0.317368421;0.65;0.363333333;0.519076653;0.54;0.12;0.427651187;0.315585139
12 - 13;0.291842105;0.71;0.266666667;0.486942216;0.48;0.16;0.424019634;0.270216797
13 - 14;0.316578947;0.77;0.263333333;0.4614673;0.446666667;0.22;0.452125239;0.269796769
14 - 15;0.316578947;0.831;0.293333333;0.465500575;0.403333333;0.21;0.474365725;0.275518228
15 - 16;0.401315789;0.89;0.32;0.470833869;0.323333333;0.23;0.525356054;0.284752371
16 - 17;0.430263158;0.912;0.383333333;0.487449085;0.433333333;0.23;0.548618974;0.303593763
17 - 18;0.418947368;0.915;0.416666667;0.507980663;0.533333333;0.28;0.547839045;0.309569765
18 - 19;0.460789474;0.918;0.42;0.527372396;0.606666667;0.31;0.562113329;0.307550512
19 - 20;0.437631579;0.922;0.463333333;0.516438687;0.66;0.31;0.55867254;0.31638604
20 - 21;0.461052632;0.892;0.453333333;0.545397534;0.693333333;0.28;0.559453129;0.325306757
21 - 22;0.474210526;0.823;0.483333333;0.555170829;0.726666667;0.39;0.54349902;0.333286535
22 - 23;0.462894737;0.802;0.51;0.538699255;0.716666667;0.4;0.538147713;0.349548401
23 - 00;0.504210526;0.812;0.55;0.510532034;0.716666667;0.43;0.555790357;0.351160545
00 - 01;0.545789474;0.801;0.586666667;0.502024868;0.73;0.43;0.562087777;0.339473858
01 - 02;0.585263158;0.805;0.663333333;0.500936454;0.733333333;0.43;0.574641571;0.333661555
02 - 03;0.657894737;0.805;0.716666667;0.519180048;0.733333333;0.29;0.594643138;0.321034678
03 - 04;0.709210526;0.794;0.736666667;0.521891465;0.726666667;0.06;0.602033896;0.302891161
04 - 05;0.680263158;0.799;0.7;0.494986374;0.73;0.12;0.591681888;0.295782505
05 - 06;0.677631579;0.823;0.66;0.486370917;0.723333333;0.08;0.599910406;0.299099639
06 - 07;0.672894737;0.81;0.6;0.451911021;0.713333333;0.18;0.599890934;0.316778065
07 - 08;0.645263158;0.765;0.483333333;0.416644094;0.71;0.18;0.581046361;0.332875925
08 - 09;0.604210526;0.751;0.463333333;0.396445558;0.706666667;0.28;0.567009159;0.345816951
09 - 10;0.569736842;0.737;0.503333333;0.360837845;0.71;0.36;0.55481327;0.357702968
10 - 11;0.544473684;0.723;0.503333333;0.320735014;0.703333333;0.38;0.55145349;0.386886785
11 - 12;0.551052632;0.711;0.606666667;0.297156265;0.666666667;0.34;0.554985941;0.402905192
12 - 13;0.541578947;0.669;0.693333333;0.23687061;0.606666667;0.27;0.547672335;0.432438057
13 - 14;0.579473684;0.603;0.766666667;0.188510562;0.703333333;0.22;0.540950784;0.440378669
14 - 15;0.562368421;0.613;0.776666667;0.161314783;0.69;0.23;0.538071013;0.438844616
15 - 16;0.508421053;0.594;0.71;0.135014642;0.693333333;0.29;0.5140699;0.439788648
16 - 17;0.467631579;0.538;0.616666667;0.137489723;0.66;0.35;0.479982246;0.434315159
17 - 18;0.429210526;0.522;0.546666667;0.143379039;0.69;0.42;0.46222911;0.435476803
18 - 19;0.420526316;0.511;0.406666667;0.15633586;0.656666667;0.44;0.460232633;0.449171582
19 - 20;0.393684211;0.513;0.31;0.164017399;0.653333333;0.42;0.459986909;0.473276516
20 - 21;0.353684211;0.526;0.23;0.187973488;0.66;0.38;0.459830413;0.499807028
21 - 22;0.302631579;0.461;0.19;0.143965128;0.653333333;0.38;0.422278526;0.503203999
22 - 23;0.300263158;0.402;0.19;0.139429509;0.6;0.38;0.398236536;0.492446451
23 - 00;0.339736842;0.452;0.246666667;0.137874816;0.573333333;0.38;0.418499854;0.463762719
00 - 01;0.378157895;0.406;0.25;0.123909512;0.586666667;0.38;0.41124204;0.449568225
01 - 02;0.418157895;0.366;0.283333333;0.12773241;0.59;0.36;0.406272734;0.434660306
02 - 03;0.444210526;0.285;0.286666667;0.121976469;0.576666667;0.35;0.382366494;0.417888955
03 - 04;0.436578947;0.293;0.3;0.113844862;0.563333333;0.33;0.377589118;0.403188406
04 - 05;0.471842105;0.316;0.363333333;0.127901425;0.513333333;0.31;0.388576617;0.377887747
05 - 06;0.470526316;0.352;0.39;0.13112995;0.466666667;0.29;0.397774951;0.370798537
06 - 07;0.443157895;0.411;0.4;0.109945611;0.42;0.26;0.398213044;0.340481237
07 - 08;0.465;0.568;0.38;0.090804954;0.4;0.26;0.462399454;0.354198361
08 - 09;0.506315789;0.618;0.413333333;0.108667743;0.293333333;0.24;0.500952543;0.37854184
09 - 10;0.541315789;0.699;0.416666667;0.123316413;0.323333333;0.18;0.550535363;0.411290299
10 - 11;0.58;0.693;0.396666667;0.121718831;0.326666667;0.17;0.565921709;0.424765128
11 - 12;0.618947368;0.704;0.383333333;0.117310431;0.316666667;0.18;0.592210416;0.453683879
12 - 13;0.661315789;0.718;0.29;0.120392859;0.203333333;0.14;0.617599214;0.473481854
13 - 14;0.694210526;0.698;0.29;0.12513471;0.15;0.1;0.631429543;0.502078103
14 - 15;0.703157895;0.693;0.263333333;0.144805812;0.143333333;0.1;0.641555011;0.528507139
15 - 16;0.723421053;0.661;0.296666667;0.190560521;0.15;0.1;0.647626969;0.558459853
16 - 17;0.747631579;0.673;0.323333333;0.240798503;0.196666667;0.1;0.670773229;0.591688107
17 - 18;0.779210526;0.717;0.313333333;0.297319779;0.206666667;0.13;0.705465887;0.620187134
18 - 19;0.812631579;0.767;0.333333333;0.335840249;0.21;0.12;0.753300429;0.680269709
